Response,R2,RMSE,MAE,MSE
TPC,0.07703426093651289,16.348044966659426,12.989049488565666,267.25857423191854
TFC,0.46406202798899865,2.3713559773525,1.896033952336147,5.623329171325431
DPPH,0.8087500833441443,0.2594148500438617,0.2104138184188873,0.06729606442327928
ABTS,0.9098306266653076,1.010417106734667,0.8291701272038641,1.0209427295820552
MCA,0.15917958115940933,11.218162444275645,8.151570395482867,125.84716862615653
